               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.032559,            0.038083,             0.01323,             0.93496,             0.90521,             0.96091,             0.74481,            0.027305,            0.019017,           0.0015209,            0.004753,            0.004753,            0.004753
                 161,            0.032754,            0.034746,            0.011413,             0.93154,              0.8997,             0.95912,             0.72858,            0.028343,            0.018897,           0.0015012,             0.00472,             0.00472,             0.00472
                 162,            0.034825,            0.037341,            0.011946,             0.93495,             0.89039,             0.95717,             0.72522,            0.027555,            0.018753,           0.0015022,            0.004687,            0.004687,            0.004687
                 163,            0.031897,            0.032285,            0.010308,             0.93037,             0.90149,             0.96274,              0.7363,            0.027943,            0.019022,           0.0015146,            0.004654,            0.004654,            0.004654
                 164,            0.033954,            0.034515,            0.011303,             0.93591,             0.89957,             0.96189,             0.73224,            0.028789,            0.019097,           0.0015391,            0.004621,            0.004621,            0.004621
                 165,            0.033872,            0.035844,            0.010445,             0.93638,             0.89869,             0.96114,             0.73961,            0.028003,            0.018848,           0.0015588,            0.004588,            0.004588,            0.004588
                 166,            0.033806,            0.036572,            0.011309,             0.93778,             0.90224,             0.96075,             0.73463,             0.02821,            0.018952,           0.0015745,            0.004555,            0.004555,            0.004555
                 167,            0.033389,            0.032174,            0.010117,             0.92635,             0.90713,             0.96008,             0.74782,            0.026383,            0.018528,           0.0015679,            0.004522,            0.004522,            0.004522
                 168,            0.031651,             0.03888,            0.012668,             0.94186,             0.90266,             0.95863,             0.74789,            0.025595,            0.018398,            0.001555,            0.004489,            0.004489,            0.004489
                 169,            0.030037,            0.033783,            0.011758,             0.92802,             0.90036,             0.95565,             0.74733,            0.026531,            0.018651,           0.0015383,            0.004456,            0.004456,            0.004456
                 170,            0.032627,            0.039943,            0.011687,             0.93176,              0.9014,             0.95686,             0.75172,            0.026817,            0.018564,           0.0015027,            0.004423,            0.004423,            0.004423
                 171,            0.031916,            0.034257,           0.0094442,             0.92459,             0.90234,             0.95703,             0.74547,            0.027085,            0.018801,           0.0014727,             0.00439,             0.00439,             0.00439
                 172,            0.032298,            0.034301,             0.00981,             0.93974,             0.90313,             0.95939,             0.75548,            0.026567,            0.018778,           0.0014611,            0.004357,            0.004357,            0.004357
                 173,            0.032373,            0.034584,            0.011815,             0.90379,             0.92929,             0.95984,             0.74943,            0.026479,            0.018851,           0.0014518,            0.004324,            0.004324,            0.004324
                 174,            0.031788,            0.036501,            0.010505,             0.91321,              0.9287,              0.9629,             0.75218,            0.026553,            0.018884,           0.0014527,            0.004291,            0.004291,            0.004291
                 175,            0.032767,            0.033367,            0.011961,             0.93308,             0.92329,             0.96232,             0.74665,            0.026791,            0.018694,           0.0014622,            0.004258,            0.004258,            0.004258
                 176,            0.032767,            0.032414,           0.0086744,             0.94063,             0.91278,             0.96168,             0.74073,             0.02674,            0.018533,           0.0014546,            0.004225,            0.004225,            0.004225
                 177,            0.032988,            0.034685,            0.012111,             0.93235,             0.91954,             0.96288,             0.73709,            0.026659,            0.018427,           0.0014389,            0.004192,            0.004192,            0.004192
                 178,            0.033071,            0.035787,            0.011121,             0.92721,             0.92551,             0.95989,             0.75121,            0.026078,            0.018267,           0.0014429,            0.004159,            0.004159,            0.004159
                 179,             0.03305,            0.037176,            0.011772,             0.94003,             0.92334,              0.9624,              0.7486,            0.026311,            0.018369,           0.0014634,            0.004126,            0.004126,            0.004126
                 180,            0.032959,            0.034693,             0.01041,               0.938,              0.9269,              0.9621,             0.74894,            0.026102,            0.018491,           0.0014822,            0.004093,            0.004093,            0.004093
                 181,            0.033855,            0.033134,            0.010259,             0.93059,             0.93114,             0.96284,             0.73989,            0.026282,            0.018464,           0.0014766,             0.00406,             0.00406,             0.00406
                 182,            0.032348,            0.034965,            0.011232,             0.93484,              0.9321,             0.96308,             0.74798,            0.026179,            0.018267,           0.0014635,            0.004027,            0.004027,            0.004027
                 183,            0.031356,            0.037747,            0.012292,             0.92793,             0.92959,             0.96018,             0.76002,            0.025577,            0.018171,           0.0014623,            0.003994,            0.003994,            0.003994
                 184,            0.031434,            0.035447,            0.012419,             0.91648,             0.93332,             0.96434,               0.763,            0.025612,            0.018138,           0.0014583,            0.003961,            0.003961,            0.003961
                 185,            0.030434,            0.035782,            0.011723,             0.92203,             0.93685,             0.96719,             0.76889,            0.025307,            0.018139,            0.001459,            0.003928,            0.003928,            0.003928
                 186,            0.029649,            0.031517,           0.0076295,             0.91258,             0.93823,              0.9654,             0.76231,            0.025757,             0.01838,           0.0014559,            0.003895,            0.003895,            0.003895
                 187,            0.031871,            0.032698,           0.0092752,             0.89629,             0.94146,             0.96163,             0.74705,            0.026191,            0.018421,           0.0014598,            0.003862,            0.003862,            0.003862
                 188,            0.032143,            0.032855,            0.010825,             0.90075,             0.94171,             0.96269,               0.761,            0.025365,            0.018281,           0.0014676,            0.003829,            0.003829,            0.003829
                 189,            0.033006,             0.03283,            0.010508,             0.89859,             0.93716,             0.96206,             0.76587,            0.025259,            0.018173,           0.0014695,            0.003796,            0.003796,            0.003796
                 190,            0.030601,            0.034984,           0.0097868,              0.9022,             0.93629,             0.96201,             0.74799,            0.025888,            0.018364,           0.0014681,            0.003763,            0.003763,            0.003763
                 191,            0.030422,            0.030941,           0.0086133,             0.89886,             0.94138,             0.96263,             0.76641,            0.025668,            0.018217,           0.0014735,             0.00373,             0.00373,             0.00373
                 192,            0.031383,            0.031765,             0.00885,             0.91231,             0.94229,             0.96292,             0.75317,            0.025472,            0.018154,           0.0014698,            0.003697,            0.003697,            0.003697
                 193,             0.03214,            0.035648,            0.012668,             0.91545,             0.94033,             0.96326,             0.76408,            0.025147,            0.018157,           0.0014598,            0.003664,            0.003664,            0.003664
                 194,            0.031634,            0.032328,           0.0099953,             0.93013,             0.93838,             0.96669,             0.76303,            0.025087,             0.01812,           0.0014546,            0.003631,            0.003631,            0.003631
                 195,            0.030975,            0.034024,            0.010959,             0.93271,             0.93634,             0.96715,             0.75496,            0.025138,            0.017972,            0.001451,            0.003598,            0.003598,            0.003598
                 196,            0.032834,            0.036969,            0.011418,             0.91234,             0.94337,             0.96562,             0.76172,            0.024775,            0.017886,           0.0014351,            0.003565,            0.003565,            0.003565
                 197,            0.031556,            0.032273,           0.0095097,             0.90977,             0.94468,             0.96619,             0.77281,            0.024479,            0.017806,           0.0014316,            0.003532,            0.003532,            0.003532
                 198,            0.027553,            0.032916,            0.010011,             0.90489,              0.9456,             0.96583,             0.77304,            0.025243,            0.017767,           0.0014257,            0.003499,            0.003499,            0.003499
                 199,             0.03044,            0.032891,            0.010323,             0.93309,             0.91388,             0.96321,              0.7626,             0.02498,            0.017692,           0.0014272,            0.003466,            0.003466,            0.003466
                 200,            0.030372,            0.029586,           0.0093029,             0.93841,             0.91066,             0.96554,             0.77165,            0.025018,            0.017687,           0.0014146,            0.003433,            0.003433,            0.003433
                 201,            0.029794,            0.034325,            0.011135,             0.93611,              0.9129,             0.96538,             0.77712,             0.02439,            0.017552,           0.0014037,              0.0034,              0.0034,              0.0034
                 202,            0.029945,            0.032122,           0.0099068,             0.92855,             0.91657,             0.96597,             0.77651,            0.024574,            0.017488,           0.0013976,            0.003367,            0.003367,            0.003367
                 203,            0.030463,            0.035674,            0.012341,             0.92546,             0.91495,             0.95953,             0.77245,            0.024731,              0.0175,           0.0014077,            0.003334,            0.003334,            0.003334
                 204,            0.028322,            0.034783,            0.010526,             0.93479,             0.91848,             0.96578,             0.77667,            0.024902,            0.017507,           0.0014133,            0.003301,            0.003301,            0.003301
                 205,            0.028988,            0.030555,           0.0089312,             0.93309,               0.915,             0.96546,             0.76651,            0.024852,            0.017539,           0.0014168,            0.003268,            0.003268,            0.003268
                 206,            0.032562,             0.03687,            0.011044,             0.91237,             0.93996,             0.96654,             0.76929,            0.024332,            0.017585,           0.0014113,            0.003235,            0.003235,            0.003235
                 207,            0.030971,            0.034154,            0.010422,             0.91536,             0.93814,             0.96611,             0.77062,            0.024497,             0.01746,           0.0013998,            0.003202,            0.003202,            0.003202
                 208,            0.029541,            0.032146,           0.0080979,             0.91204,             0.94596,             0.96546,             0.77098,            0.024533,            0.017448,           0.0013935,            0.003169,            0.003169,            0.003169
                 209,            0.030233,            0.037077,            0.011122,             0.90851,             0.94826,             0.96602,              0.7666,            0.024177,            0.017323,           0.0013839,            0.003136,            0.003136,            0.003136
                 210,            0.030263,            0.032664,            0.010513,             0.89961,             0.94866,             0.96516,             0.76663,            0.024249,            0.017313,           0.0013813,            0.003103,            0.003103,            0.003103
                 211,            0.029564,            0.033879,           0.0094161,             0.92858,             0.91453,             0.96376,             0.77834,            0.024514,            0.017273,           0.0013771,             0.00307,             0.00307,             0.00307
                 212,            0.030201,            0.037255,            0.011305,             0.89097,             0.95527,             0.96722,             0.78662,            0.024213,            0.017189,            0.001362,            0.003037,            0.003037,            0.003037
                 213,                0.03,            0.033217,           0.0091558,             0.92997,             0.91959,              0.9671,             0.78174,            0.024142,            0.017185,           0.0013606,            0.003004,            0.003004,            0.003004
                 214,            0.031046,            0.035281,            0.010192,             0.93273,             0.91651,             0.96648,              0.7884,            0.023709,            0.017037,           0.0013531,            0.002971,            0.002971,            0.002971
                 215,            0.029756,             0.03128,           0.0098894,             0.93626,             0.91416,             0.96597,             0.78998,            0.023616,            0.017112,           0.0013457,            0.002938,            0.002938,            0.002938
                 216,            0.029654,            0.031911,            0.010107,             0.93837,              0.9165,             0.96611,              0.7868,            0.023704,            0.017191,           0.0013524,            0.002905,            0.002905,            0.002905
                 217,            0.030228,            0.034048,            0.011395,             0.94585,             0.91011,             0.96497,             0.78048,            0.024267,            0.017203,            0.001359,            0.002872,            0.002872,            0.002872
                 218,            0.029458,            0.036654,            0.011459,             0.94588,             0.90983,             0.96556,              0.7879,            0.023434,            0.017046,            0.001351,            0.002839,            0.002839,            0.002839
                 219,            0.029911,            0.035299,            0.010876,              0.9489,             0.91059,              0.9657,             0.78739,            0.023406,            0.017024,           0.0013431,            0.002806,            0.002806,            0.002806
                 220,            0.029403,            0.030303,           0.0081949,             0.94516,             0.91162,             0.96491,              0.7804,            0.024056,            0.017083,           0.0013493,            0.002773,            0.002773,            0.002773
                 221,            0.029097,            0.030123,           0.0094414,             0.94405,             0.91519,             0.96614,             0.78196,            0.023819,            0.017046,           0.0013497,             0.00274,             0.00274,             0.00274
                 222,            0.029231,            0.031632,           0.0097519,              0.9176,             0.93102,             0.96661,             0.79086,            0.023525,            0.016953,           0.0013412,            0.002707,            0.002707,            0.002707
                 223,            0.028548,             0.03369,             0.01106,             0.94901,             0.91505,             0.96899,             0.79242,            0.023646,            0.017102,           0.0013345,            0.002674,            0.002674,            0.002674
                 224,             0.02871,            0.032207,           0.0097307,              0.9474,              0.9141,              0.9675,             0.78529,            0.024148,            0.017331,           0.0013422,            0.002641,            0.002641,            0.002641
                 225,            0.031282,            0.030762,           0.0097571,             0.94923,             0.91228,             0.96522,             0.78614,             0.02356,            0.017217,           0.0013471,            0.002608,            0.002608,            0.002608
                 226,            0.028674,            0.033027,             0.01086,             0.95053,             0.91113,              0.9639,             0.78103,            0.024112,            0.017219,           0.0013483,            0.002575,            0.002575,            0.002575
                 227,            0.028942,            0.032649,           0.0096985,             0.94949,             0.90992,             0.96315,             0.78067,            0.024512,            0.017121,           0.0013554,            0.002542,            0.002542,            0.002542
                 228,            0.029686,            0.032813,           0.0091578,             0.94761,             0.91036,              0.9622,             0.79353,            0.023768,            0.016944,           0.0013601,            0.002509,            0.002509,            0.002509
                 229,            0.028889,            0.032496,           0.0096351,              0.9443,             0.91255,             0.96309,             0.79422,            0.023903,            0.016928,           0.0013526,            0.002476,            0.002476,            0.002476
                 230,            0.027272,            0.030745,           0.0078007,             0.94879,             0.90795,             0.96161,             0.79186,             0.02357,            0.016859,           0.0013426,            0.002443,            0.002443,            0.002443
                 231,            0.029953,            0.030417,           0.0084075,             0.94697,             0.90682,             0.96359,              0.7876,            0.023728,            0.016829,           0.0013362,             0.00241,             0.00241,             0.00241
                 232,            0.028277,             0.03221,           0.0076414,             0.89423,             0.95336,             0.96476,             0.78839,            0.023342,            0.016749,           0.0013374,            0.002377,            0.002377,            0.002377
                 233,            0.027443,            0.029928,            0.008732,             0.94149,             0.91195,             0.96585,             0.78281,            0.023644,            0.016891,             0.00133,            0.002344,            0.002344,            0.002344
                 234,            0.029096,            0.033932,           0.0086813,             0.94985,              0.9048,             0.96378,             0.77965,             0.02378,            0.016905,           0.0013168,            0.002311,            0.002311,            0.002311
                 235,            0.029552,            0.033453,           0.0099725,             0.88592,             0.95467,             0.96506,             0.78301,            0.023653,            0.016876,            0.001309,            0.002278,            0.002278,            0.002278
                 236,             0.02869,            0.032265,            0.010168,              0.8878,             0.95908,             0.96644,             0.78837,             0.02363,            0.016848,           0.0013007,            0.002245,            0.002245,            0.002245
                 237,            0.028639,            0.029902,           0.0071189,             0.93898,             0.91587,              0.9649,             0.79792,            0.022855,            0.016639,           0.0012979,            0.002212,            0.002212,            0.002212
                 238,             0.02933,            0.035601,            0.011659,             0.89508,             0.95597,             0.96695,             0.79594,            0.023149,            0.016574,           0.0013008,            0.002179,            0.002179,            0.002179
                 239,            0.028265,            0.029578,           0.0068099,             0.93911,             0.91318,             0.96612,             0.78945,            0.023126,            0.016529,           0.0013051,            0.002146,            0.002146,            0.002146
                 240,             0.02846,            0.030607,            0.008922,             0.93963,             0.91402,              0.9675,             0.78772,            0.023133,            0.016577,           0.0013061,            0.002113,            0.002113,            0.002113
                 241,            0.029929,            0.036211,            0.012032,             0.94038,             0.91494,              0.9664,             0.79225,            0.022886,            0.016523,           0.0013008,             0.00208,             0.00208,             0.00208
                 242,            0.028465,            0.032698,           0.0082141,             0.93644,             0.92041,             0.96785,             0.79513,            0.022586,            0.016406,           0.0013065,            0.002047,            0.002047,            0.002047
                 243,            0.026556,            0.031963,           0.0098636,             0.94159,             0.91451,             0.96844,             0.80082,             0.02264,            0.016416,           0.0013109,            0.002014,            0.002014,            0.002014
                 244,            0.026947,            0.028493,           0.0068538,             0.94541,             0.91099,              0.9671,              0.8054,            0.022543,            0.016465,           0.0013159,            0.001981,            0.001981,            0.001981
                 245,             0.02709,            0.029342,           0.0091839,             0.94499,             0.91331,             0.96756,             0.79594,            0.022916,            0.016471,           0.0013131,            0.001948,            0.001948,            0.001948
                 246,            0.028055,            0.032568,            0.010428,             0.94456,             0.91114,             0.96561,             0.79359,            0.022671,            0.016421,           0.0013095,            0.001915,            0.001915,            0.001915
                 247,            0.027802,            0.027728,            0.006555,             0.94183,             0.91352,             0.96606,             0.79421,            0.022589,             0.01648,           0.0013048,            0.001882,            0.001882,            0.001882
                 248,            0.026932,            0.030852,           0.0091043,             0.93567,             0.91716,             0.96664,             0.80435,            0.022188,            0.016325,           0.0013043,            0.001849,            0.001849,            0.001849
                 249,            0.027842,            0.032374,           0.0085764,             0.94027,             0.91519,             0.96758,             0.80637,            0.021888,            0.016168,           0.0012981,            0.001816,            0.001816,            0.001816
                 250,            0.025908,            0.031146,           0.0086848,             0.93774,             0.91838,             0.96836,             0.81075,            0.021758,            0.016059,           0.0012974,            0.001783,            0.001783,            0.001783
                 251,            0.027472,            0.030068,           0.0083997,             0.93572,             0.91652,             0.96903,             0.80586,            0.022353,            0.016173,           0.0012967,             0.00175,             0.00175,             0.00175
                 252,            0.025867,            0.029002,           0.0080835,              0.9414,             0.91515,             0.96913,             0.81089,            0.022216,            0.016166,           0.0012906,            0.001717,            0.001717,            0.001717
                 253,            0.029512,            0.032682,           0.0095933,             0.94021,             0.91092,             0.96631,             0.80435,            0.021839,            0.016091,           0.0012901,            0.001684,            0.001684,            0.001684
                 254,            0.026933,            0.033053,           0.0096531,             0.93828,             0.91006,             0.96565,             0.80994,            0.021595,            0.016073,           0.0012859,            0.001651,            0.001651,            0.001651
                 255,            0.025949,            0.029465,            0.008488,              0.9454,             0.90766,             0.96653,             0.80732,            0.022057,            0.016148,           0.0012881,            0.001618,            0.001618,            0.001618
                 256,              0.0267,            0.031583,           0.0078735,             0.94747,              0.9076,             0.96741,             0.80867,            0.022182,            0.016115,           0.0012877,            0.001585,            0.001585,            0.001585
                 257,            0.026124,            0.028433,           0.0070511,             0.94486,             0.90598,             0.96677,             0.80773,            0.021913,            0.016091,           0.0012836,            0.001552,            0.001552,            0.001552
                 258,            0.027006,            0.031821,           0.0075345,             0.94687,             0.90575,             0.96669,              0.8101,            0.021687,            0.016078,           0.0012823,            0.001519,            0.001519,            0.001519
                 259,            0.026719,            0.030141,           0.0090232,             0.94399,             0.90945,             0.96815,             0.81061,            0.022293,            0.016277,           0.0012809,            0.001486,            0.001486,            0.001486
                 260,            0.027708,            0.030762,           0.0084159,               0.951,             0.90195,             0.96505,             0.80808,            0.021921,            0.016194,            0.001286,            0.001453,            0.001453,            0.001453
                 261,            0.026988,            0.030126,           0.0094558,             0.95017,             0.90199,             0.96544,             0.81023,            0.021568,             0.01604,           0.0012967,             0.00142,             0.00142,             0.00142
                 262,            0.027176,            0.031359,           0.0099763,             0.95251,             0.90028,             0.96587,              0.8084,            0.021464,            0.015979,           0.0012982,            0.001387,            0.001387,            0.001387
                 263,            0.026534,            0.028235,           0.0076995,             0.95511,             0.89963,              0.9662,             0.80938,            0.021541,            0.016016,           0.0012979,            0.001354,            0.001354,            0.001354
                 264,             0.02663,            0.026168,            0.007138,             0.94002,             0.90769,             0.96595,             0.81479,            0.021438,            0.015989,           0.0012921,            0.001321,            0.001321,            0.001321
                 265,            0.026586,            0.027427,           0.0095365,             0.94323,             0.90795,              0.9661,              0.8136,            0.021296,            0.015943,           0.0012827,            0.001288,            0.001288,            0.001288
                 266,            0.026503,            0.031162,           0.0076603,             0.94269,             0.90872,             0.96607,             0.81674,            0.021269,             0.01589,           0.0012791,            0.001255,            0.001255,            0.001255
                 267,            0.026655,            0.029769,            0.010377,             0.94125,             0.91472,             0.96685,             0.82322,            0.021252,            0.015869,           0.0012749,            0.001222,            0.001222,            0.001222
                 268,            0.025815,            0.030137,           0.0076827,               0.942,             0.91377,             0.96766,             0.81914,            0.021167,            0.015869,           0.0012678,            0.001189,            0.001189,            0.001189
                 269,            0.027819,            0.031366,           0.0084953,             0.93969,             0.91648,             0.96651,             0.82022,            0.020939,            0.015801,            0.001263,            0.001156,            0.001156,            0.001156
                 270,             0.02685,            0.032384,           0.0089689,             0.93466,             0.91954,             0.96572,              0.8168,            0.021147,            0.015887,           0.0012598,            0.001123,            0.001123,            0.001123
                 271,            0.026764,            0.031187,           0.0089959,             0.94348,             0.91791,             0.96686,             0.82046,            0.020916,            0.015838,           0.0012551,             0.00109,             0.00109,             0.00109
                 272,            0.026659,            0.029952,           0.0080755,             0.94287,             0.91817,             0.96756,             0.82031,            0.021153,            0.015837,           0.0012623,            0.001057,            0.001057,            0.001057
                 273,            0.025577,            0.030633,           0.0098697,             0.93922,             0.91961,             0.96743,             0.82182,            0.020887,            0.015762,            0.001266,            0.001024,            0.001024,            0.001024
                 274,            0.024483,            0.030269,           0.0083898,             0.94166,              0.9187,             0.96773,             0.82447,            0.020817,            0.015713,           0.0012599,            0.000991,            0.000991,            0.000991
                 275,             0.02571,            0.028108,           0.0077213,             0.94062,             0.91655,             0.96816,             0.82064,            0.020936,            0.015773,           0.0012564,            0.000958,            0.000958,            0.000958
                 276,            0.026005,            0.030189,           0.0097963,             0.94145,             0.91705,             0.96763,             0.82358,             0.02067,            0.015693,           0.0012501,            0.000925,            0.000925,            0.000925
                 277,             0.02552,            0.029633,           0.0070478,             0.94211,             0.91825,             0.96751,             0.82681,            0.020532,            0.015609,           0.0012527,            0.000892,            0.000892,            0.000892
                 278,            0.026168,            0.027746,            0.006038,             0.94559,             0.91358,             0.96714,             0.82668,            0.020492,            0.015574,           0.0012478,            0.000859,            0.000859,            0.000859
                 279,            0.025637,            0.030441,            0.007894,             0.94799,             0.90827,             0.96694,             0.82549,            0.020598,            0.015557,           0.0012444,            0.000826,            0.000826,            0.000826
                 280,            0.026348,            0.030141,           0.0081621,             0.95012,             0.91166,             0.96844,             0.82329,            0.020596,              0.0155,           0.0012346,            0.000793,            0.000793,            0.000793
                 281,            0.024816,            0.026632,           0.0083617,              0.9027,             0.95394,             0.96838,             0.82001,            0.020617,            0.015449,           0.0012242,             0.00076,             0.00076,             0.00076
                 282,            0.025352,            0.030105,           0.0089294,             0.90644,             0.95368,              0.9684,             0.82221,            0.020725,             0.01544,           0.0012159,            0.000727,            0.000727,            0.000727
                 283,            0.024508,            0.028727,           0.0088015,             0.90689,             0.95218,             0.96739,             0.82675,            0.020336,            0.015362,           0.0012112,            0.000694,            0.000694,            0.000694
                 284,            0.025473,            0.029315,           0.0074588,             0.90755,             0.95056,             0.96768,             0.82476,            0.020314,             0.01532,           0.0012065,            0.000661,            0.000661,            0.000661
                 285,             0.02647,            0.032201,            0.010117,             0.90659,             0.95171,              0.9677,             0.82638,            0.020421,            0.015284,           0.0012055,            0.000628,            0.000628,            0.000628
                 286,            0.025107,            0.030762,           0.0087065,             0.90738,             0.95274,             0.96746,             0.82482,            0.020312,            0.015224,           0.0012036,            0.000595,            0.000595,            0.000595
                 287,            0.026244,            0.027533,           0.0087035,             0.94371,             0.91878,              0.9687,             0.82486,            0.020201,            0.015199,           0.0012008,            0.000562,            0.000562,            0.000562
                 288,            0.024943,            0.030784,           0.0077993,              0.9472,             0.91499,              0.9683,             0.82768,            0.020241,            0.015235,           0.0012018,            0.000529,            0.000529,            0.000529
                 289,            0.025498,              0.0305,           0.0096364,             0.94618,             0.91646,             0.96913,             0.83133,            0.020224,            0.015193,           0.0012047,            0.000496,            0.000496,            0.000496
                 290,             0.02527,            0.029051,           0.0079431,             0.94598,             0.91432,             0.96782,             0.82739,            0.020134,            0.015174,           0.0012026,            0.000463,            0.000463,            0.000463
                 291,            0.024467,            0.031017,           0.0077321,             0.94461,             0.91589,             0.96842,             0.83096,             0.02011,            0.015145,           0.0012044,             0.00043,             0.00043,             0.00043
                 292,            0.025454,            0.028143,           0.0085747,             0.94591,             0.91548,             0.96852,             0.83053,            0.020153,            0.015133,           0.0012055,            0.000397,            0.000397,            0.000397
                 293,            0.024558,            0.027963,           0.0068575,              0.9433,             0.91669,             0.96801,              0.8285,            0.020274,            0.015101,           0.0012022,            0.000364,            0.000364,            0.000364
                 294,            0.025842,            0.030384,           0.0093302,             0.94431,             0.91613,              0.9679,             0.83152,            0.020268,            0.015112,            0.001201,            0.000331,            0.000331,            0.000331
                 295,            0.027096,            0.031793,            0.009574,             0.94441,             0.91639,             0.96801,             0.83196,             0.02027,            0.015078,           0.0011995,            0.000298,            0.000298,            0.000298
                 296,            0.024821,             0.02677,           0.0081469,             0.94631,             0.91554,             0.96803,             0.83587,             0.02017,            0.015066,           0.0011989,            0.000265,            0.000265,            0.000265
                 297,            0.024992,            0.028341,           0.0081216,             0.94593,             0.91503,             0.96828,             0.83139,             0.02007,            0.015065,           0.0011977,            0.000232,            0.000232,            0.000232
                 298,            0.026778,             0.02975,           0.0075467,             0.89694,             0.95598,             0.96811,             0.83283,            0.020046,            0.015069,           0.0011997,            0.000199,            0.000199,            0.000199
                 299,            0.025462,            0.029934,           0.0071405,             0.94685,             0.91385,             0.96808,             0.83334,            0.020027,            0.015037,           0.0012024,            0.000166,            0.000166,            0.000166
